ledger,date,no_clustering,exclude_contract_addresses,top_limit_type,top_limit_value,exclude_below_fees,exclude_below_usd_cent,hhi,shannon_entropy,gini,total_entities,tau=0.33,tau=0.5,tau=0.66,mpr,theil
bitcoin,2011-01-01,False,False,percentage,0,False,True,17.468462408965088,13.223790637042462,0.5425647475735255,65598,124,4576,20641,0.0179265013444876,1.9251125798439777
bitcoin,2011-02-01,False,False,percentage,0,False,True,42.38891101093229,12.88950786713492,0.5789744364513972,68994,98,2479,19370,0.0473614913186386,2.207300969543152
bitcoin,2011-03-01,False,False,percentage,0,False,True,39.04220398221076,12.874875148753798,0.6393337453029536,78771,103,1152,18252,0.0449895174424359,2.349974649927613
bitcoin,2011-04-01,False,False,percentage,0,False,True,30.843103251202937,13.017466933200929,0.6882141351636611,90258,144,947,17470,0.0430889631934091,2.3872690672638788
bitcoin,2011-05-01,False,False,percentage,0,False,True,27.902132344971697,13.000423902507784,0.7216413248479475,99029,143,881,16303,0.0330231905355535,2.4917961635626846
bitcoin,2011-06-01,False,False,percentage,0,False,True,37.97204657426068,12.88471271742868,0.7998585099462104,132028,131,797,14154,0.046454882527732,2.859603252383705
bitcoin,2011-07-01,False,False,percentage,0,False,True,53.640193743908576,12.883667520267212,0.8650071855234684,196720,138,795,12921,0.063262168007492,3.259088626828603
bitcoin,2011-08-01,False,False,percentage,0,False,True,43.158607000720906,13.030882680302266,0.9279942176331486,379752,156,890,12722,0.0553219921165224,3.8147048473032927
bitcoin,2011-09-01,False,False,percentage,0,False,True,16.208201143061686,13.160163667870735,0.9439526000991952,487496,151,826,11948,0.0146287904031529,3.974856997165991
bitcoin,2011-10-01,False,False,percentage,0,False,True,18.81880319070098,13.088758291861495,0.9488933224218964,533294,135,796,11225,0.0142309204210061,4.113817183100709
bitcoin,2011-11-01,False,False,percentage,0,False,True,18.346255487985463,13.127400728954065,0.9495924836811784,545881,142,831,10893,0.0138783332966042,4.110409648258478
bitcoin,2011-12-01,False,False,percentage,0,False,True,45.56451256937039,13.031586193369035,0.9511017415794484,552800,155,906,9637,0.0586034661713551,4.189260322491038
bitcoin,2012-01-01,False,False,percentage,0,False,True,11.45059863684806,13.631445285850717,0.9495564624467616,567532,285,1636,10362,0.0131913245226933,3.799862093744453
bitcoin,2012-02-01,False,False,percentage,0,False,True,12.0121310805918,13.605688182416968,0.950186365223693,579818,268,1600,9914,0.0128115633345282,3.8391994809730465
bitcoin,2012-03-01,False,False,percentage,0,False,True,13.303627770893549,13.661484343616008,0.9502428555345463,597212,294,1725,10194,0.0176177950219201,3.8299404608700858
bitcoin,2012-04-01,False,False,percentage,0,False,True,15.90327115799482,13.690279473776672,0.9502525691731272,621024,305,1794,10728,0.0251995332385156,3.8490923494031377
bitcoin,2012-05-01,False,False,percentage,0,False,True,20.952840212195813,13.570458958667391,0.9529227358629584,642677,271,1519,9713,0.0347150898249036,3.9663565449999343
bitcoin,2012-06-01,False,False,percentage,0,False,True,31.20410455927865,13.34460640620003,0.9575233463027794,669998,226,1198,8026,0.0475588534812184,4.164615617029802
bitcoin,2012-07-01,False,False,percentage,0,False,True,33.49973788097609,13.347762395699624,0.9605584047842212,717086,239,1224,7622,0.0503653674088282,4.230574100107272
bitcoin,2012-08-01,False,False,percentage,0,False,True,31.703044853300867,13.343487860063576,0.963958390629713,766438,253,1203,6924,0.0486953999941162,4.300170538027728
bitcoin,2012-09-01,False,False,percentage,0,False,True,11.978553827120711,13.722134841588389,0.9641765749518156,827734,344,1728,8096,0.0160046054249307,4.1148587892855515
bitcoin,2012-10-01,False,False,percentage,0,False,True,7.072009175138202,14.021454866983015,0.9645255435700908,901800,447,2236,9486,0.0104923332660187,3.992968123531488
bitcoin,2012-11-01,False,False,percentage,0,False,True,7.248586247584863,13.93582632771056,0.967032208829666,952353,397,1979,8973,0.0102575384486806,4.1069854230512295
bitcoin,2012-12-01,False,False,percentage,0,False,True,7.559456212087701,13.963824146649657,0.96776981067734,1017384,397,2015,9417,0.0105731991283287,4.153563356327222
bitcoin,2013-01-01,False,False,percentage,0,False,True,7.212273175290233,13.95393330735079,0.9711401034142582,1079449,419,2047,8350,0.0104682796737078,4.2197076148512185
bitcoin,2013-02-01,False,False,percentage,0,False,True,7.010761628140416,13.952215909404028,0.9729951281906282,1160626,412,1950,8297,0.010359851255708,4.293369280581666
bitcoin,2013-03-01,False,False,percentage,0,False,True,6.90680414410026,13.935145376618824,0.9753843584291096,1250972,418,1903,7882,0.0102485759216278,4.380237080628458
bitcoin,2013-04-01,False,False,percentage,0,False,True,7.344008160636395,13.936274730329142,0.9540137401952028,700456,395,1837,8238,0.0101238442828127,3.799502371159029
bitcoin,2013-05-01,False,False,percentage,0,False,True,7.789053104463863,14.024262252404812,0.9559377668517002,808759,401,1944,9349,0.0100105829963604,3.8822509298861743
bitcoin,2013-06-01,False,False,percentage,0,False,True,7.727981912766908,13.992549250771924,0.9586288230039466,855471,393,1837,8434,0.0098996084585916,3.9604148159031856
bitcoin,2013-07-01,False,False,percentage,0,False,True,7.867100123864136,13.96259431608596,0.9620973700109008,917760,392,1805,8059,0.0097860863462216,4.051464325422821
bitcoin,2013-08-01,False,False,percentage,0,False,True,7.971412755824985,13.946116219683049,0.9639404627307836,978500,380,1797,7784,0.0096718328029739,4.126972659466207
bitcoin,2013-09-01,False,False,percentage,0,False,True,7.3644003845598816,14.001390271141489,0.965135897879299,1021843,410,1878,7860,0.0095505198088845,4.1318752646907075
bitcoin,2013-10-01,False,False,percentage,0,False,True,7.195206704692078,14.075206193229585,0.9675836721380908,1152945,432,1984,8454,0.0094364177361327,4.201451673790137
bitcoin,2013-11-01,False,False,percentage,0,False,True,8.768584989795785,14.015751682314823,0.9707032108543312,1292781,396,1926,8717,0.0120989236489241,4.35712802539376
bitcoin,2013-12-01,False,False,percentage,0,False,True,9.075681009895598,14.069979949395153,0.9716536224768734,1438293,380,2048,9465,0.0119672011156692,4.42622926821466
bitcoin,2014-01-01,False,False,percentage,0,False,True,8.560346207856696,14.104340196992265,0.9738456833740108,1616832,380,2079,9591,0.0118313791350851,4.519407445606991
bitcoin,2014-02-01,False,False,percentage,0,False,True,8.574315470847761,14.127384770457123,0.9754146684114272,1812769,373,2063,9967,0.0117001826863354,4.615651225796275
bitcoin,2014-03-01,False,False,percentage,0,False,True,8.549898860927577,14.183773953182207,0.9746789455121656,1857009,379,2142,10563,0.0115850990126152,4.600413036887438
bitcoin,2014-04-01,False,False,percentage,0,False,True,7.432714677506554,14.3835131841518,0.9748157698540266,2000025,503,2530,12384,0.0114674494581841,4.536168191617202
bitcoin,2014-05-01,False,False,percentage,0,False,True,7.302152070207693,14.409361129692634,0.9753582206615946,2106257,506,2528,12634,0.011354018358161,4.569479409470647
bitcoin,2014-06-01,False,False,percentage,0,False,True,8.913381489613354,14.386502743805904,0.9757570730592836,2193705,494,2532,12940,0.014058755053022,4.6260260204060355
bitcoin,2014-07-01,False,False,percentage,0,False,True,8.264127070315022,14.424325095560995,0.9763521455143552,2292404,505,2580,13169,0.01191485364696,4.643836922318509
bitcoin,2014-08-01,False,False,percentage,0,False,True,8.118419477358888,14.441364740139374,0.9772304750190532,2414250,508,2608,13259,0.011577865099166,4.6838316966887446
bitcoin,2014-09-01,False,False,percentage,0,False,True,8.758812458813892,14.414699625831204,0.9783407830481784,2554544,498,2616,13082,0.0112385247953222,4.7588153538870674
bitcoin,2014-10-01,False,False,percentage,0,False,True,8.84123638250825,14.414266197610706,0.9789539546641433,2660181,494,2598,13011,0.0111386727558227,4.799652680519274
bitcoin,2014-11-01,False,False,percentage,0,False,True,8.560927285419647,14.440855837115526,0.9795196489785528,2836761,488,2630,13417,0.0107329385802085,4.845503707973592
bitcoin,2014-12-01,False,False,percentage,0,False,True,9.622281577691504,14.41211793731996,0.9800314217593667,2949860,483,2607,13322,0.0128472223549038,4.90453317728425
bitcoin,2015-01-01,False,False,percentage,0,False,True,8.989858303845518,14.406220978960793,0.9804563371367616,3061435,461,2552,13363,0.0098138589652203,4.945766288399238
bitcoin,2015-02-01,False,False,percentage,0,False,True,9.59557457198696,14.42670095614502,0.9812407130958016,3265019,468,2614,13515,0.0130622090353871,4.99596323609589
bitcoin,2015-03-01,False,False,percentage,0,False,True,9.334261725736528,14.453593769165758,0.981932431546113,3456075,474,2665,13770,0.0124880128907117,5.03418812044006
bitcoin,2015-04-01,False,False,percentage,0,False,True,8.870941009337075,14.538765524686896,0.9819331195611356,3552619,543,2877,14203,0.0119811717529517,5.0027211124359665
bitcoin,2015-05-01,False,False,percentage,0,False,True,9.018631299528078,14.53927894701925,0.9823041734257822,3735288,520,2863,14421,0.0118908696681916,5.052518489126209
bitcoin,2015-06-01,False,False,percentage,0,False,True,9.081282135353408,14.55291497214216,0.9828717453182668,3944748,525,2911,14610,0.011797541237223,5.097639966609742
bitcoin,2015-07-01,False,False,percentage,0,False,True,10.085221462312504,14.546617885581652,0.9832273029122204,4062268,529,2931,14591,0.0150018515748795,5.131377760138249
bitcoin,2015-08-01,False,False,percentage,0,False,True,10.2699524196824,14.542618037157052,0.9838294306574314,4243661,525,2937,14505,0.0148828835586682,5.177861357965173
bitcoin,2015-09-01,False,False,percentage,0,False,True,8.552928775844586,14.615272110497871,0.98376293257224,4447166,525,3013,15301,0.012776362687107,5.17435572273897
bitcoin,2015-10-01,False,False,percentage,0,False,True,8.344242145441834,14.680173495316833,0.9840389563072848,4702767,560,3180,16119,0.0129548954706278,5.185222595026495
bitcoin,2015-11-01,False,False,percentage,0,False,True,7.495335034667721,14.766388220110642,0.9837355257960936,4815879,620,3348,16890,0.0106850631824398,5.1492493008017854
bitcoin,2015-12-01,False,False,percentage,0,False,True,6.99170791660852,14.817127722189928,0.984375553769853,5229343,627,3372,17424,0.0106017327055278,5.196446074231859
bitcoin,2016-01-01,False,False,percentage,0,False,True,7.570384976815891,14.967306418827842,0.982164587789987,5754640,663,3684,19724,0.0111268751197396,5.18808346124086
bitcoin,2016-02-01,False,False,percentage,0,False,True,7.366835327544408,14.899636789545609,0.984003462314536,6048403,644,3526,18110,0.0110375185764004,5.284785643008587
bitcoin,2016-03-01,False,False,percentage,0,False,True,7.398405242790105,14.993296021071506,0.9834140414312864,6482335,681,3731,19556,0.0103502245967637,5.289165030775715
bitcoin,2016-04-01,False,False,percentage,0,False,True,7.008463356875625,14.772382993603902,0.9868800644504212,6460953,591,3152,16096,0.0097683384540804,5.4390073529560015
bitcoin,2016-05-01,False,False,percentage,0,False,True,6.440999820889988,14.864888836764338,0.9870192805246396,6986708,615,3370,17068,0.0093752748443061,5.45312510805751
bitcoin,2016-06-01,False,False,percentage,0,False,True,6.814800276565717,14.809161214127228,0.987459378436634,7435187,540,3159,16799,0.0095769964294381,5.553969422954367
bitcoin,2016-07-01,False,False,percentage,0,False,True,6.764829163473705,14.891878107150212,0.9875901405944344,7971513,612,3360,17335,0.0097312118478812,5.566290654489995
bitcoin,2016-08-01,False,False,percentage,0,False,True,6.518189093558047,14.930686121767112,0.9877833647513522,8428852,629,3446,17820,0.0093077229237747,5.595179147469672
bitcoin,2016-09-01,False,False,percentage,0,False,True,5.817925671099854,15.036139765575204,0.9879635399656328,8944499,702,3732,18891,0.0085163346949825,5.581451233438046
